customer_id,transaction_type,transaction_date,subscription_type,subscription_price,customer_gender,age_group,customer_country,referral_type,product,signup_date_time,cancel_date_time,transaction_year,transaction_month,subscription_duration,revenue,profit,customer_region,ltv,total_transactions,is_returning_customer,churn_status,avg_subscription_duration
C2455,REDUCTION,2022-02-01,BASIC,53,Other,25-34,Finland,Organic Search,prd_1,2017-01-02 09:01:31,,2022,2,,53,15.899999999999999,Finland,152,2,True,False,
C2456,initial,2020-04-01,PRO,65,Male,25-34,Sweden,Unknown,prd_1,2017-01-02 09:21:04,2017-06-08 15:57:45,2020,4,157.0,65,19.5,Sweden,164,2,True,True,157.0
C2456,UPGRADE,2020-07-01,MAX,99,Male,25-34,Sweden,Unknown,prd_1,2017-01-02 09:21:04,2017-06-08 15:57:45,2020,7,157.0,99,29.7,Sweden,164,2,True,True,157.0
C2457,initial,2021-10-01,PRO,75,Female,45-54,Sweden,Google Ads,prd_1,2017-01-02 09:26:42,2017-11-25 12:55:05,2021,10,327.0,75,22.5,Sweden,118,2,True,True,327.0
C2457,REDUCTION,2021-12-01,BASIC,43,Female,45-54,Sweden,Google Ads,prd_1,2017-01-02 09:26:42,2017-11-25 12:55:05,2021,12,327.0,43,12.9,Sweden,118,2,True,True,327.0
C2458,initial,2022-04-01,MAX,119,Other,25-34,Finland,Google Ads,prd_1,2017-01-02 09:46:09,2019-01-30 20:59:53,2022,4,758.0,119,35.699999999999996,Finland,238,2,True,True,758.0
C2458,CHURN,2022-08-01,MAX,119,Other,25-34,Finland,Google Ads,prd_1,2017-01-02 09:46:09,2019-01-30 20:59:53,2022,8,758.0,119,35.699999999999996,Finland,238,2,True,True,758.0
C2459,initial,2021-02-01,BASIC,43,Female,55-65,Norway,facebook,prd_2,2017-01-02 09:53:40,2018-10-14 17:54:53,2021,2,650.0,43,12.9,Norway,152,2,True,True,650.0
C2459,UPGRADE,2021-07-01,MAX,109,Female,55-65,Norway,facebook,prd_2,2017-01-02 09:53:40,2018-10-14 17:54:53,2021,7,650.0,109,32.699999999999996,Norway,152,2,True,True,650.0
C2460,initial,2021-02-01,PRO,75,Other,55-65,Finland,TV,prd_1,2017-01-02 10:12:13,,2021,2,,75,22.5,Finland,313,3,True,False,
C2460,UPGRADE,2022-01-01,MAX,119,Other,55-65,Finland,TV,prd_1,2017-01-02 10:12:13,,2022,1,,119,35.699999999999996,Finland,313,3,True,False,
C2460,CHURN,2022-06-01,MAX,119,Other,55-65,Finland,TV,prd_1,2017-01-02 10:12:13,,2022,6,,119,35.699999999999996,Finland,313,3,True,False,
C2461,initial,2020-01-01,BASIC,33,Female,35-44,Denmark,Google Ads,prd_1,2017-01-02 10:15:48,,2020,1,,33,9.9,Denmark,142,2,True,False,
C2461,UPGRADE,2021-04-01,MAX,109,Female,35-44,Denmark,Google Ads,prd_1,2017-01-02 10:15:48,,2021,4,,109,32.699999999999996,Denmark,142,2,True,False,
C2462,initial,2022-10-01,BASIC,53,Female,55-65,Finland,Paid Search,prd_1,2017-01-02 10:20:19,,2022,10,,53,15.899999999999999,Finland,53,1,False,False,
C2463,initial,2021-07-01,MAX,109,Other,25-34,Norway,facebook,prd_1,2017-01-02 10:45:21,2019-02-13 15:12:34,2021,7,772.0,109,32.699999999999996,Norway,162,2,True,True,772.0
C2463,REDUCTION,2022-07-01,BASIC,53,Other,25-34,Norway,facebook,prd_1,2017-01-02 10:45:21,2019-02-13 15:12:34,2022,7,772.0,53,15.899999999999999,Norway,162,2,True,True,772.0
C2464,initial,2022-12-01,PRO,85,Female,35-44,Norway,Unknown,prd_1,2017-01-02 10:46:02,,2022,12,,85,25.5,Norway,85,1,False,False,
C2465,initial,2020-08-01,PRO,65,Male,35-44,Finland,Organic Search,prd_1,2017-01-02 10:47:38,,2020,8,,65,19.5,Finland,215,3,True,False,
C2465,CHURN,2021-03-01,PRO,75,Male,35-44,Finland,Organic Search,prd_1,2017-01-02 10:47:38,,2021,3,,75,22.5,Finland,215,3,True,False,
C2465,CHURN,2021-04-01,PRO,75,Male,35-44,Finland,Organic Search,prd_1,2017-01-02 10:47:38,,2021,4,,75,22.5,Finland,215,3,True,False,
C2466,initial,2021-07-01,BASIC,43,Female,25-34,Denmark,Paid Search,prd_1,2017-01-02 10:54:44,,2021,7,,43,12.9,Denmark,43,1,False,False,
C2467,initial,2020-02-01,PRO,65,Male,45-54,Norway,Bing,prd_1,2017-01-02 11:00:52,2021-05-18 14:10:08,2020,2,1597.0,65,19.5,Norway,164,2,True,True,1597.0
C2467,UPGRADE,2020-06-01,MAX,99,Male,45-54,Norway,Bing,prd_1,2017-01-02 11:00:52,2021-05-18 14:10:08,2020,6,1597.0,99,29.7,Norway,164,2,True,True,1597.0
C2468,initial,2021-03-01,MAX,109,Female,35-44,Sweden,Google Ads,prd_1,2017-01-02 11:06:44,,2021,3,,109,32.699999999999996,Sweden,205,3,True,False,
C2468,REDUCTION,2021-08-01,BASIC,43,Female,35-44,Sweden,Google Ads,prd_1,2017-01-02 11:06:44,,2021,8,,43,12.9,Sweden,205,3,True,False,
C2468,CHURN,2022-04-01,BASIC,53,Female,35-44,Sweden,Google Ads,prd_1,2017-01-02 11:06:44,,2022,4,,53,15.899999999999999,Sweden,205,3,True,False,
C2469,initial,2020-08-01,BASIC,33,Other,45-54,Sweden,Bing,prd_1,2017-01-02 11:07:28,2017-02-13 15:04:30,2020,8,42.0,33,9.9,Sweden,118,2,True,True,42.0
C2469,UPGRADE,2022-05-01,PRO,85,Other,45-54,Sweden,Bing,prd_1,2017-01-02 11:07:28,2017-02-13 15:04:30,2022,5,42.0,85,25.5,Sweden,118,2,True,True,42.0
C2470,initial,2022-01-01,MAX,119,Female,35-44,Sweden,Paid Search,prd_1,2017-01-02 11:18:20,,2022,1,,119,35.699999999999996,Sweden,119,1,False,False,
C2471,initial,2021-07-01,MAX,109,Female,25-34,Sweden,Google Ads,prd_2,2017-01-02 11:18:42,,2021,7,,109,32.699999999999996,Sweden,109,1,False,False,
C2472,initial,2022-09-01,PRO,85,Male,25-34,Sweden,Unknown,prd_1,2017-01-02 11:20:08,,2022,9,,85,25.5,Sweden,85,1,False,False,
C2473,initial,2021-07-01,BASIC,43,Male,55-65,Sweden,Google Ads,prd_1,2017-01-02 11:22:00,,2021,7,,43,12.9,Sweden,128,2,True,False,
C2473,UPGRADE,2022-01-01,PRO,85,Male,55-65,Sweden,Google Ads,prd_1,2017-01-02 11:22:00,,2022,1,,85,25.5,Sweden,128,2,True,False,
C2474,initial,2021-05-01,PRO,75,Female,55-65,Sweden,Google Ads,prd_1,2017-01-02 11:22:23,,2021,5,,75,22.5,Sweden,128,2,True,False,
C2474,REDUCTION,2022-04-01,BASIC,53,Female,55-65,Sweden,Google Ads,prd_1,2017-01-02 11:22:23,,2022,4,,53,15.899999999999999,Sweden,128,2,True,False,
C2475,initial,2022-09-01,MAX,119,Female,18-24,Sweden,Unknown,prd_1,2017-01-02 11:24:46,,2022,9,,119,35.699999999999996,Sweden,119,1,False,False,
C2476,initial,2020-08-01,PRO,65,Male,25-34,Sweden,Google Ads,prd_1,2017-01-02 11:29:42,,2020,8,,65,19.5,Sweden,184,2,True,False,
C2476,UPGRADE,2022-08-01,MAX,119,Male,25-34,Sweden,Google Ads,prd_1,2017-01-02 11:29:42,,2022,8,,119,35.699999999999996,Sweden,184,2,True,False,
C2477,initial,2020-06-01,PRO,65,Female,45-54,Sweden,Google Ads,prd_1,2017-01-02 11:51:05,,2020,6,,65,19.5,Sweden,174,2,True,False,
C2477,UPGRADE,2021-12-01,MAX,109,Female,45-54,Sweden,Google Ads,prd_1,2017-01-02 11:51:05,,2021,12,,109,32.699999999999996,Sweden,174,2,True,False,
C2478,initial,2020-03-01,PRO,65,Female,18-24,Finland,facebook,prd_2,2017-01-02 11:52:06,2017-04-08 12:08:42,2020,3,96.0,65,19.5,Finland,108,2,True,True,96.0
C2478,REDUCTION,2021-05-01,BASIC,43,Female,18-24,Finland,facebook,prd_2,2017-01-02 11:52:06,2017-04-08 12:08:42,2021,5,96.0,43,12.9,Finland,108,2,True,True,96.0
C2479,initial,2022-07-01,MAX,119,Male,18-24,Sweden,Organic Search,prd_2,2017-01-02 11:55:33,,2022,7,,119,35.699999999999996,Sweden,119,1,False,False,
C2480,initial,2022-12-01,MAX,119,Female,35-44,Sweden,Unknown,prd_1,2017-01-02 12:00:52,2021-11-17 16:09:12,2022,12,1780.0,119,35.699999999999996,Sweden,119,1,False,True,1780.0
C2481,initial,2021-07-01,BASIC,43,Male,45-54,Sweden,Google Ads,prd_2,2017-01-02 12:23:06,2021-05-22 19:45:21,2021,7,1601.0,43,12.9,Sweden,43,1,False,True,1601.0
C2482,initial,2021-04-01,PRO,75,Female,45-54,Sweden,Google Ads,prd_1,2017-01-02 12:23:25,,2021,4,,75,22.5,Sweden,194,2,True,False,
C2482,UPGRADE,2022-11-01,MAX,119,Female,45-54,Sweden,Google Ads,prd_1,2017-01-02 12:23:25,,2022,11,,119,35.699999999999996,Sweden,194,2,True,False,
C2483,initial,2020-12-01,MAX,99,Male,35-44,Sweden,facebook,prd_1,2017-01-02 12:25:43,2018-05-09 14:42:44,2020,12,492.0,99,29.7,Sweden,152,2,True,True,492.0
C2483,REDUCTION,2022-06-01,BASIC,53,Male,35-44,Sweden,facebook,prd_1,2017-01-02 12:25:43,2018-05-09 14:42:44,2022,6,492.0,53,15.899999999999999,Sweden,152,2,True,True,492.0
C2484,initial,2020-03-01,PRO,65,Male,55-65,Sweden,Paid Search,prd_1,2017-01-02 12:29:07,,2020,3,,65,19.5,Sweden,164,2,True,False,
C2484,UPGRADE,2020-06-01,MAX,99,Male,55-65,Sweden,Paid Search,prd_1,2017-01-02 12:29:07,,2020,6,,99,29.7,Sweden,164,2,True,False,
C2485,initial,2020-07-01,PRO,65,Male,18-24,Sweden,facebook,prd_1,2017-01-02 12:33:32,,2020,7,,65,19.5,Sweden,108,2,True,False,
C2485,REDUCTION,2021-02-01,BASIC,43,Male,18-24,Sweden,facebook,prd_1,2017-01-02 12:33:32,,2021,2,,43,12.9,Sweden,108,2,True,False,
C2486,initial,2022-03-01,PRO,85,Male,18-24,Sweden,facebook,prd_1,2017-01-02 12:38:52,2018-08-10 17:37:15,2022,3,585.0,85,25.5,Sweden,138,2,True,True,585.0
C2486,REDUCTION,2022-04-01,BASIC,53,Male,18-24,Sweden,facebook,prd_1,2017-01-02 12:38:52,2018-08-10 17:37:15,2022,4,585.0,53,15.899999999999999,Sweden,138,2,True,True,585.0
C2487,initial,2022-03-01,BASIC,53,Female,35-44,Sweden,Organic Search,prd_1,2017-01-02 12:44:59,2017-12-21 12:43:58,2022,3,352.0,53,15.899999999999999,Sweden,172,2,True,True,352.0
C2487,UPGRADE,2022-11-01,MAX,119,Female,35-44,Sweden,Organic Search,prd_1,2017-01-02 12:44:59,2017-12-21 12:43:58,2022,11,352.0,119,35.699999999999996,Sweden,172,2,True,True,352.0
C2488,initial,2022-03-01,PRO,85,Female,25-34,Sweden,Display,prd_1,2017-01-02 12:45:06,2018-08-08 13:18:51,2022,3,583.0,85,25.5,Sweden,138,2,True,True,583.0
C2488,REDUCTION,2022-07-01,BASIC,53,Female,25-34,Sweden,Display,prd_1,2017-01-02 12:45:06,2018-08-08 13:18:51,2022,7,583.0,53,15.899999999999999,Sweden,138,2,True,True,583.0
C2489,initial,2022-07-01,MAX,119,Female,45-54,Finland,Unknown,prd_1,2017-01-02 12:45:16,,2022,7,,119,35.699999999999996,Finland,119,1,False,False,
C2490,initial,2020-02-01,BASIC,33,Male,25-34,Sweden,Google Ads,prd_1,2017-01-02 12:49:25,2020-09-14 14:43:44,2020,2,1351.0,33,9.9,Sweden,108,2,True,True,1351.0
C2490,UPGRADE,2021-07-01,PRO,75,Male,25-34,Sweden,Google Ads,prd_1,2017-01-02 12:49:25,2020-09-14 14:43:44,2021,7,1351.0,75,22.5,Sweden,108,2,True,True,1351.0
C2491,initial,2022-10-01,BASIC,53,Male,25-34,Norway,TV,prd_1,2017-01-02 12:53:33,2018-09-01 18:24:35,2022,10,607.0,53,15.899999999999999,Norway,53,1,False,True,607.0
C2492,initial,2022-10-01,BASIC,53,Other,18-24,Norway,Google Ads,prd_2,2017-01-02 12:55:52,,2022,10,,53,15.899999999999999,Norway,53,1,False,False,
C2493,initial,2021-02-01,MAX,109,Female,55-65,Sweden,facebook,prd_2,2017-01-02 13:04:19,2018-08-18 16:28:34,2021,2,593.0,109,32.699999999999996,Sweden,152,2,True,True,593.0
C2493,REDUCTION,2021-08-01,BASIC,43,Female,55-65,Sweden,facebook,prd_2,2017-01-02 13:04:19,2018-08-18 16:28:34,2021,8,593.0,43,12.9,Sweden,152,2,True,True,593.0
C2494,initial,2022-10-01,PRO,85,Male,18-24,Finland,facebook,prd_1,2017-01-02 13:05:30,,2022,10,,85,25.5,Finland,85,1,False,False,
C2495,initial,2020-08-01,BASIC,33,Female,18-24,Norway,Google Ads,prd_1,2017-01-02 13:13:06,2020-01-15 13:39:47,2020,8,1108.0,33,9.9,Norway,193,3,True,True,1108.0
C2495,UPGRADE,2021-07-01,PRO,75,Female,18-24,Norway,Google Ads,prd_1,2017-01-02 13:13:06,2020-01-15 13:39:47,2021,7,1108.0,75,22.5,Norway,193,3,True,True,1108.0
C2495,CHURN,2022-02-01,PRO,85,Female,18-24,Norway,Google Ads,prd_1,2017-01-02 13:13:06,2020-01-15 13:39:47,2022,2,1108.0,85,25.5,Norway,193,3,True,True,1108.0
C2496,initial,2021-10-01,MAX,109,Female,55-65,Sweden,Unknown,prd_2,2017-01-02 13:34:02,,2021,10,,109,32.699999999999996,Sweden,162,2,True,False,
C2496,REDUCTION,2022-10-01,BASIC,53,Female,55-65,Sweden,Unknown,prd_2,2017-01-02 13:34:02,,2022,10,,53,15.899999999999999,Sweden,162,2,True,False,
C2497,initial,2022-10-01,PRO,85,Male,55-65,Denmark,Unknown,prd_1,2017-01-02 13:39:26,2017-03-19 09:03:23,2022,10,75.0,85,25.5,Denmark,85,1,False,True,75.0
C2498,initial,2020-08-01,MAX,99,Other,55-65,Finland,Google Ads,prd_1,2017-01-02 13:40:10,2019-04-11 16:04:50,2020,8,829.0,99,29.7,Finland,249,3,True,True,829.0
C2498,REDUCTION,2021-03-01,PRO,75,Other,55-65,Finland,Google Ads,prd_1,2017-01-02 13:40:10,2019-04-11 16:04:50,2021,3,829.0,75,22.5,Finland,249,3,True,True,829.0
C2498,CHURN,2021-08-01,PRO,75,Other,55-65,Finland,Google Ads,prd_1,2017-01-02 13:40:10,2019-04-11 16:04:50,2021,8,829.0,75,22.5,Finland,249,3,True,True,829.0
C2499,initial,2020-02-01,PRO,65,Male,25-34,Finland,facebook,prd_1,2017-01-02 13:49:35,,2020,2,,65,19.5,Finland,184,2,True,False,
C2499,UPGRADE,2022-07-01,MAX,119,Male,25-34,Finland,facebook,prd_1,2017-01-02 13:49:35,,2022,7,,119,35.699999999999996,Finland,184,2,True,False,
C2500,initial,2021-07-01,PRO,75,Male,25-34,Norway,facebook,prd_2,2017-01-02 13:56:14,,2021,7,,75,22.5,Norway,128,2,True,False,
C2500,REDUCTION,2022-09-01,BASIC,53,Male,25-34,Norway,facebook,prd_2,2017-01-02 13:56:14,,2022,9,,53,15.899999999999999,Norway,128,2,True,False,
C2501,initial,2022-05-01,PRO,85,Female,18-24,Sweden,Organic Search,prd_1,2017-01-02 13:56:56,,2022,5,,85,25.5,Sweden,85,1,False,False,
C2502,initial,2021-11-01,BASIC,43,Male,18-24,Finland,Organic Search,prd_1,2017-01-02 14:07:43,2017-03-02 15:12:26,2021,11,59.0,43,12.9,Finland,43,1,False,True,59.0
C2503,initial,2020-11-01,BASIC,33,Female,18-24,Sweden,facebook,prd_2,2017-01-02 14:15:56,,2020,11,,33,9.9,Sweden,151,3,True,False,
C2503,UPGRADE,2021-10-01,PRO,75,Female,18-24,Sweden,facebook,prd_2,2017-01-02 14:15:56,,2021,10,,75,22.5,Sweden,151,3,True,False,
C2503,CHURN,2021-10-01,BASIC,43,Female,18-24,Sweden,facebook,prd_2,2017-01-02 14:15:56,,2021,10,,43,12.9,Sweden,151,3,True,False,
C2504,initial,2020-07-01,PRO,65,Female,55-65,Sweden,Google Ads,prd_1,2017-01-02 14:39:38,,2020,7,,65,19.5,Sweden,108,2,True,False,
C2504,REDUCTION,2021-01-01,BASIC,43,Female,55-65,Sweden,Google Ads,prd_1,2017-01-02 14:39:38,,2021,1,,43,12.9,Sweden,108,2,True,False,
C2505,initial,2022-10-01,BASIC,53,Female,18-24,Norway,facebook,prd_1,2017-01-02 14:39:57,,2022,10,,53,15.899999999999999,Norway,53,1,False,False,
C2506,initial,2021-02-01,PRO,75,Male,18-24,Norway,Google Ads,prd_1,2017-01-02 14:43:39,,2021,2,,75,22.5,Norway,194,2,True,False,
C2506,UPGRADE,2022-01-01,MAX,119,Male,18-24,Norway,Google Ads,prd_1,2017-01-02 14:43:39,,2022,1,,119,35.699999999999996,Norway,194,2,True,False,
C2507,initial,2020-07-01,PRO,65,Male,55-65,Sweden,Google Ads,prd_1,2017-01-02 14:59:48,,2020,7,,65,19.5,Sweden,293,3,True,False,
C2507,UPGRADE,2021-09-01,MAX,109,Male,55-65,Sweden,Google Ads,prd_1,2017-01-02 14:59:48,,2021,9,,109,32.699999999999996,Sweden,293,3,True,False,
C2507,CHURN,2022-09-01,MAX,119,Male,55-65,Sweden,Google Ads,prd_1,2017-01-02 14:59:48,,2022,9,,119,35.699999999999996,Sweden,293,3,True,False,
C2508,initial,2021-03-01,PRO,75,Female,45-54,Sweden,Google Ads,prd_2,2017-01-02 15:02:54,2017-02-03 15:35:32,2021,3,32.0,75,22.5,Sweden,194,2,True,True,32.0
C2508,UPGRADE,2022-05-01,MAX,119,Female,45-54,Sweden,Google Ads,prd_2,2017-01-02 15:02:54,2017-02-03 15:35:32,2022,5,32.0,119,35.699999999999996,Sweden,194,2,True,True,32.0
C2509,initial,2021-02-01,MAX,109,Female,25-34,Sweden,facebook,prd_1,2017-01-02 15:03:22,2018-07-10 11:21:20,2021,2,553.0,109,32.699999999999996,Sweden,162,2,True,True,553.0
C2509,REDUCTION,2022-07-01,BASIC,53,Female,25-34,Sweden,facebook,prd_1,2017-01-02 15:03:22,2018-07-10 11:21:20,2022,7,553.0,53,15.899999999999999,Sweden,162,2,True,True,553.0
C2510,initial,2020-01-01,BASIC,33,Male,25-34,Sweden,Google Ads,prd_1,2017-01-02 16:18:11,2020-06-04 12:01:23,2020,1,1248.0,33,9.9,Sweden,165,3,True,True,1248.0
C2510,UPGRADE,2020-04-01,MAX,99,Male,25-34,Sweden,Google Ads,prd_1,2017-01-02 16:18:11,2020-06-04 12:01:23,2020,4,1248.0,99,29.7,Sweden,165,3,True,True,1248.0
C2510,CHURN,2020-07-01,BASIC,33,Male,25-34,Sweden,Google Ads,prd_1,2017-01-02 16:18:11,2020-06-04 12:01:23,2020,7,1248.0,33,9.9,Sweden,165,3,True,True,1248.0
C2511,initial,2020-02-01,BASIC,33,Female,25-34,Norway,Google Ads,prd_1,2017-01-03 07:12:27,,2020,2,,33,9.9,Norway,142,2,True,False,
C2511,UPGRADE,2021-09-01,MAX,109,Female,25-34,Norway,Google Ads,prd_1,2017-01-03 07:12:27,,2021,9,,109,32.699999999999996,Norway,142,2,True,False,
C2512,initial,2020-11-01,PRO,65,Male,18-24,Finland,Google Ads,prd_1,2017-01-03 08:14:08,,2020,11,,65,19.5,Finland,140,2,True,False,
C2512,CHURN,2021-12-01,PRO,75,Male,18-24,Finland,Google Ads,prd_1,2017-01-03 08:14:08,,2021,12,,75,22.5,Finland,140,2,True,False,
C2513,initial,2022-05-01,MAX,119,Female,25-34,Finland,Google Ads,prd_2,2017-01-03 09:18:00,,2022,5,,119,35.699999999999996,Finland,119,1,False,False,
C2514,initial,2022-07-01,PRO,85,Female,45-54,Denmark,Google Ads,prd_1,2017-01-03 09:36:51,,2022,7,,85,25.5,Denmark,138,2,True,False,
C2514,REDUCTION,2022-10-01,BASIC,53,Female,45-54,Denmark,Google Ads,prd_1,2017-01-03 09:36:51,,2022,10,,53,15.899999999999999,Denmark,138,2,True,False,
C2515,initial,2020-06-01,BASIC,33,Female,35-44,Finland,Display,prd_1,2017-01-03 09:41:24,2017-11-02 14:01:04,2020,6,303.0,33,9.9,Finland,141,3,True,True,303.0
C2515,UPGRADE,2020-09-01,PRO,65,Female,35-44,Finland,Display,prd_1,2017-01-03 09:41:24,2017-11-02 14:01:04,2020,9,303.0,65,19.5,Finland,141,3,True,True,303.0
C2515,CHURN,2021-05-01,BASIC,43,Female,35-44,Finland,Display,prd_1,2017-01-03 09:41:24,2017-11-02 14:01:04,2021,5,303.0,43,12.9,Finland,141,3,True,True,303.0
C2516,initial,2022-08-01,MAX,119,Female,35-44,Finland,Google Ads,prd_1,2017-01-03 09:52:10,,2022,8,,119,35.699999999999996,Finland,119,1,False,False,
C2517,initial,2020-12-01,PRO,65,Male,35-44,Sweden,Organic Search,prd_1,2017-01-03 09:52:29,,2020,12,,65,19.5,Sweden,108,2,True,False,
C2517,REDUCTION,2021-10-01,BASIC,43,Male,35-44,Sweden,Organic Search,prd_1,2017-01-03 09:52:29,,2021,10,,43,12.9,Sweden,108,2,True,False,
C2518,initial,2021-02-01,PRO,75,Female,45-54,Sweden,Paid Search,prd_1,2017-01-03 10:00:05,,2021,2,,75,22.5,Sweden,128,2,True,False,
C2518,REDUCTION,2022-02-01,BASIC,53,Female,45-54,Sweden,Paid Search,prd_1,2017-01-03 10:00:05,,2022,2,,53,15.899999999999999,Sweden,128,2,True,False,
C2519,initial,2021-01-01,MAX,109,Female,55-65,Norway,facebook,prd_1,2017-01-03 10:02:42,,2021,1,,109,32.699999999999996,Norway,184,2,True,False,
C2519,REDUCTION,2021-11-01,PRO,75,Female,55-65,Norway,facebook,prd_1,2017-01-03 10:02:42,,2021,11,,75,22.5,Norway,184,2,True,False,
C2520,initial,2022-08-01,BASIC,53,Female,55-65,Sweden,facebook,prd_1,2017-01-03 10:14:48,,2022,8,,53,15.899999999999999,Sweden,53,1,False,False,
C2521,initial,2020-09-01,PRO,65,Female,25-34,Sweden,facebook,prd_1,2017-01-03 10:15:41,,2020,9,,65,19.5,Sweden,174,2,True,False,
C2521,UPGRADE,2021-11-01,MAX,109,Female,25-34,Sweden,facebook,prd_1,2017-01-03 10:15:41,,2021,11,,109,32.699999999999996,Sweden,174,2,True,False,
C2522,initial,2022-01-01,BASIC,53,Female,45-54,Sweden,Google Ads,prd_1,2017-01-03 10:16:21,2018-08-30 16:14:46,2022,1,604.0,53,15.899999999999999,Sweden,138,2,True,True,604.0
C2522,UPGRADE,2022-04-01,PRO,85,Female,45-54,Sweden,Google Ads,prd_1,2017-01-03 10:16:21,2018-08-30 16:14:46,2022,4,604.0,85,25.5,Sweden,138,2,True,True,604.0
C2523,initial,2021-03-01,PRO,75,Male,18-24,Finland,Google Ads,prd_1,2017-01-03 10:16:40,2017-01-13 18:15:42,2021,3,10.0,75,22.5,Finland,171,3,True,True,10.0
C2523,REDUCTION,2021-10-01,BASIC,43,Male,18-24,Finland,Google Ads,prd_1,2017-01-03 10:16:40,2017-01-13 18:15:42,2021,10,10.0,43,12.9,Finland,171,3,True,True,10.0
C2523,CHURN,2022-11-01,BASIC,53,Male,18-24,Finland,Google Ads,prd_1,2017-01-03 10:16:40,2017-01-13 18:15:42,2022,11,10.0,53,15.899999999999999,Finland,171,3,True,True,10.0
C2524,initial,2020-09-01,MAX,99,Female,35-44,Norway,facebook,prd_2,2017-01-03 10:22:37,2019-09-05 19:02:22,2020,9,975.0,99,29.7,Norway,142,2,True,True,975.0
C2524,REDUCTION,2021-07-01,BASIC,43,Female,35-44,Norway,facebook,prd_2,2017-01-03 10:22:37,2019-09-05 19:02:22,2021,7,975.0,43,12.9,Norway,142,2,True,True,975.0
C2525,initial,2022-11-01,PRO,85,Female,35-44,Norway,facebook,prd_1,2017-01-03 10:22:52,,2022,11,,85,25.5,Norway,85,1,False,False,
C2526,initial,2020-07-01,BASIC,33,Female,18-24,Denmark,Paid Search,prd_1,2017-01-03 10:23:28,,2020,7,,33,9.9,Denmark,141,3,True,False,
C2526,UPGRADE,2020-11-01,PRO,65,Female,18-24,Denmark,Paid Search,prd_1,2017-01-03 10:23:28,,2020,11,,65,19.5,Denmark,141,3,True,False,
C2526,CHURN,2021-08-01,BASIC,43,Female,18-24,Denmark,Paid Search,prd_1,2017-01-03 10:23:28,,2021,8,,43,12.9,Denmark,141,3,True,False,
C2527,initial,2022-01-01,MAX,119,Female,45-54,Norway,facebook,prd_1,2017-01-03 10:29:15,,2022,1,,119,35.699999999999996,Norway,119,1,False,False,
C2528,initial,2020-05-01,MAX,99,Female,18-24,Sweden,Paid Search,prd_1,2017-01-03 10:30:07,,2020,5,,99,29.7,Sweden,142,2,True,False,
C2528,REDUCTION,2021-05-01,BASIC,43,Female,18-24,Sweden,Paid Search,prd_1,2017-01-03 10:30:07,,2021,5,,43,12.9,Sweden,142,2,True,False,
