customer_id,subscription_duration,revenue,profit,ltv,total_transactions,is_returning_customer,age,year,month,transaction_type_REDUCTION,transaction_type_UPGRADE,transaction_type_initial,subscription_type_MAX,subscription_type_PRO,customer_gender_Male,customer_gender_Other,customer_country_Finland,customer_country_Norway,customer_country_Sweden,referral_type_Display,referral_type_Google Ads,referral_type_Organic Search,referral_type_Paid Search,referral_type_TV,referral_type_Unknown,referral_type_facebook,product_prd_2,churn_status_True,status_Inactive
C6258,970.0,99,29.7,164.0,2,True,39,2020,1,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
C8191,1397.0,65,19.5,130.0,2,True,39,2020,1,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
C8351,844.5,99,29.7,164.0,2,True,21,2020,1,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
C5954,309.0,33,9.9,203.0,3,True,21,2020,1,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False
C8344,844.5,33,9.9,152.0,2,True,29,2020,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
C8341,465.0,65,19.5,130.0,2,True,60,2020,1,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
C5962,844.5,99,29.7,249.0,3,True,60,2020,1,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
C5964,1024.0,33,9.9,132.0,2,True,49,2020,1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
C5972,39.0,33,9.9,152.0,2,True,21,2020,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
C8314,1134.0,65,19.5,184.0,2,True,21,2020,1,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
C6068,844.5,65,19.5,184.0,2,True,39,2020,1,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
C6101,844.5,33,9.9,108.0,2,True,21,2020,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
C6111,844.5,33,9.9,142.0,2,True,21,2020,1,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
C8270,844.5,65,19.5,263.0,3,True,39,2020,1,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
C8255,1279.0,33,9.9,246.0,4,True,21,2020,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
C6143,844.5,65,19.5,283.0,3,True,49,2020,1,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
C8245,844.5,33,9.9,98.0,2,True,49,2020,1,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
C6154,1294.0,33,9.9,152.0,2,True,60,2020,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
C6173,844.5,99,29.7,132.0,2,True,60,2020,1,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
C8213,844.5,33,9.9,152.0,2,True,29,2020,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
C2656,844.5,33,9.9,118.0,2,True,21,2020,1,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
C2655,844.5,65,19.5,130.0,2,True,21,2020,1,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
C6213,844.5,99,29.7,164.0,2,True,21,2020,1,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
C6230,546.0,33,9.9,185.0,3,True,29,2020,1,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
C6235,844.5,65,19.5,174.0,2,True,60,2020,1,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False
C4944,1011.0,65,19.5,130.0,2,True,21,2020,1,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False
C6688,844.5,33,9.9,142.0,2,True,21,2020,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
C8945,844.5,99,29.7,239.0,3,True,39,2020,1,False,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
C8959,1668.0,65,19.5,164.0,2,True,49,2020,1,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
C3546,844.5,33,9.9,152.0,2,True,21,2020,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
C9719,1289.0,33,9.9,131.0,3,True,60,2020,1,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False
C3559,844.5,33,9.9,142.0,2,True,39,2020,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
C3063,92.0,65,19.5,130.0,2,True,29,2020,1,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
C3622,1761.0,99,29.7,174.0,2,True,49,2020,1,False,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False
C3055,844.5,33,9.9,66.0,2,True,29,2020,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
C9652,844.5,99,29.7,249.0,3,True,60,2020,1,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
C3684,253.0,65,19.5,164.0,2,True,39,2020,1,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
C3739,844.5,99,29.7,132.0,2,True,39,2020,1,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
C9616,844.5,33,9.9,76.0,2,True,21,2020,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
C3483,1779.0,65,19.5,130.0,2,True,49,2020,1,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
C3768,234.0,33,9.9,66.0,2,True,49,2020,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
C3770,844.5,65,19.5,229.0,3,True,21,2020,1,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
C9577,844.5,99,29.7,132.0,2,True,60,2020,1,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
C3841,844.5,33,9.9,66.0,2,True,49,2020,1,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
C9566,844.5,65,19.5,130.0,2,True,39,2020,1,False,False,True,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
C9559,844.5,33,9.9,118.0,2,True,60,2020,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
C3863,71.0,33,9.9,108.0,2,True,49,2020,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
C9549,844.5,65,19.5,130.0,2,True,39,2020,1,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False
C3897,1629.0,33,9.9,251.0,3,True,21,2020,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
C9522,798.0,65,19.5,130.0,2,True,60,2020,1,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
C9517,844.5,33,9.9,118.0,2,True,21,2020,1,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
C10025,844.5,33,9.9,251.0,3,True,60,2020,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
C3927,285.0,65,19.5,164.0,2,True,39,2020,1,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False
C3479,833.0,65,19.5,298.0,4,True,21,2020,1,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
C3460,1284.0,99,29.7,142.0,2,True,49,2020,1,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False
C3137,1201.0,33,9.9,76.0,2,True,29,2020,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
C9962,1498.0,65,19.5,273.0,3,True,39,2020,1,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
C3148,844.5,65,19.5,184.0,2,True,39,2020,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
C9954,1638.0,65,19.5,164.0,2,True,39,2020,1,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False
C3174,844.5,33,9.9,33.0,1,False,39,2020,1,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
C3206,844.5,99,29.7,164.0,2,True,39,2020,1,False,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False
C3215,844.5,65,19.5,184.0,2,True,39,2020,1,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
C9911,844.5,65,19.5,130.0,2,True,49,2020,1,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
C3309,844.5,33,9.9,174.0,4,True,21,2020,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
C3314,844.5,33,9.9,98.0,2,True,21,2020,1,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
C3464,557.0,65,19.5,184.0,2,True,21,2020,1,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False
C3323,1263.0,65,19.5,184.0,2,True,21,2020,1,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
C9993,844.5,33,9.9,231.0,3,True,49,2020,1,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
C3384,844.5,65,19.5,229.0,3,True,60,2020,1,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
C9821,175.0,33,9.9,132.0,2,True,49,2020,1,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
C3403,342.0,33,9.9,98.0,2,True,21,2020,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
C9818,813.0,65,19.5,184.0,2,True,21,2020,1,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False
C9815,605.0,99,29.7,132.0,2,True,29,2020,1,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
C3423,844.5,65,19.5,164.0,2,True,21,2020,1,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
C3439,744.0,33,9.9,142.0,2,True,39,2020,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False
C9797,844.5,99,29.7,142.0,2,True,49,2020,1,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
C3444,1669.0,33,9.9,108.0,2,True,21,2020,1,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
C9866,1114.0,99,29.7,142.0,2,True,60,2020,1,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
C10052,844.5,65,19.5,164.0,2,True,60,2020,1,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
C9501,844.5,33,9.9,118.0,2,True,21,2020,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
C3996,844.5,65,19.5,184.0,2,True,39,2020,1,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
C4485,528.0,33,9.9,99.0,3,True,29,2020,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
C9195,1289.0,65,19.5,130.0,2,True,60,2020,1,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
C4547,520.0,33,9.9,152.0,2,True,21,2020,1,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
C9153,844.5,33,9.9,118.0,2,True,49,2020,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
C9125,844.5,33,9.9,66.0,2,True,29,2020,1,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
C9104,38.0,33,9.9,108.0,2,True,21,2020,1,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False
C4660,844.5,65,19.5,174.0,2,True,39,2020,1,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
C9096,1618.0,33,9.9,118.0,2,True,60,2020,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
C4711,844.5,33,9.9,142.0,2,True,29,2020,1,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
C9066,710.0,99,29.7,259.0,3,True,29,2020,1,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
C4472,65.0,99,29.7,164.0,2,True,49,2020,1,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
C4729,1179.0,33,9.9,66.0,2,True,29,2020,1,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False
C4806,844.5,65,19.5,298.0,4,True,29,2020,1,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
C4815,955.0,33,9.9,132.0,2,True,39,2020,1,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
C9003,1033.0,65,19.5,184.0,2,True,49,2020,1,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False
C4840,844.5,99,29.7,142.0,2,True,49,2020,1,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
C4848,844.5,65,19.5,184.0,2,True,39,2020,1,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
C2871,844.5,65,19.5,140.0,2,True,49,2020,1,False,False,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
C4857,844.5,33,9.9,142.0,2,True,29,2020,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
C2868,844.5,33,9.9,203.0,3,True,39,2020,1,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False
C4873,844.5,65,19.5,195.0,3,True,49,2020,1,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
C8963,516.0,65,19.5,229.0,3,True,29,2020,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
C4795,844.5,33,9.9,173.0,3,True,21,2020,1,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
C4460,1299.0,65,19.5,174.0,2,True,39,2020,1,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False
C2926,844.5,65,19.5,130.0,2,True,29,2020,1,False,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False
C4418,844.5,33,9.9,66.0,2,True,21,2020,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
C9449,211.0,33,9.9,132.0,2,True,49,2020,1,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False
C9445,876.0,99,29.7,165.0,3,True,39,2020,1,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
C4080,1441.0,33,9.9,271.0,3,True,29,2020,1,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
C4100,1759.0,65,19.5,184.0,2,True,39,2020,1,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False
C4124,844.5,99,29.7,175.0,3,True,39,2020,1,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
C4130,612.0,65,19.5,283.0,3,True,49,2020,1,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
C10066,844.5,33,9.9,118.0,2,True,49,2020,1,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
C4146,844.5,99,29.7,174.0,2,True,39,2020,1,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
C4181,404.0,65,19.5,161.0,3,True,39,2020,1,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False
C9340,844.5,33,9.9,142.0,2,True,21,2020,1,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
C9327,844.5,65,19.5,184.0,2,True,29,2020,1,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
